05/30-19:09:10.917356  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
11/07-15:25:56.073647  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1049 -> 31.148.219.6:80
11/07-15:25:57.549014  [**] [1:2015681:1] ET CURRENT_EVENTS Unknown Java Exploit Kit with fast-flux like behavior hostile FQDN - Sep 05 2012 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1046 -> 208.131.138.9:80
11/07-15:25:57.549014  [**] [1:2015872:5] ET CURRENT_EVENTS Blackhole request for Payload [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1046 -> 208.131.138.9:80
11/07-15:25:57.625020  [**] [1:2014520:2] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 208.131.138.9:80 -> 192.168.109.10:1046
11/07-15:25:57.625020  [**] [1:2014819:1] ET INFO Packed Executable Download [**] [Classification: Misc activity] [Priority: 3] {TCP} 208.131.138.9:80 -> 192.168.109.10:1046
11/07-15:25:57.625020  [**] [1:2014238:4] ET CURRENT_EVENTS DRIVEBY Blackhole - Payload Download - about.exe [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 208.131.138.9:80 -> 192.168.109.10:1046
11/07-15:25:59.830848  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 74.125.137.102:80 -> 192.168.109.10:1048
11/07-15:26:01.063682  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1051 -> 31.148.219.6:80
11/07-15:26:01.063682  [**] [1:2014411:7] ET TROJAN Fareit/Pony Downloader Checkin 2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1051 -> 31.148.219.6:80
11/07-15:26:01.063682  [**] [1:2007695:19] ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1051 -> 31.148.219.6:80
11/07-15:26:01.063682  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1051 -> 31.148.219.6:80
11/07-15:26:01.808566  [**] [1:2015681:1] ET CURRENT_EVENTS Unknown Java Exploit Kit with fast-flux like behavior hostile FQDN - Sep 05 2012 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1052 -> 208.131.138.9:80
11/07-15:26:01.808566  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.109.10:1052 -> 208.131.138.9:80
11/07-15:26:01.808566  [**] [1:2016581:2] ET CURRENT_EVENTS SUSPICIOUS Java Request to ChangeIP Dynamic DNS Domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.109.10:1052 -> 208.131.138.9:80
11/07-15:26:01.765607  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1053 -> 31.148.219.6:80
11/07-15:26:01.765607  [**] [1:2014411:7] ET TROJAN Fareit/Pony Downloader Checkin 2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1053 -> 31.148.219.6:80
11/07-15:26:01.765607  [**] [1:2007695:19] ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1053 -> 31.148.219.6:80
11/07-15:26:01.765607  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1053 -> 31.148.219.6:80
11/07-15:26:01.885775  [**] [1:2017637:1] ET INFO Java File Sent With X-Powered By HTTP Header - Common In Exploit Kits [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 208.131.138.9:80 -> 192.168.109.10:1052
11/07-15:26:01.885775  [**] [1:2016540:2] ET CURRENT_EVENTS SUSPICIOUS JAR Download by Java UA with non JAR EXT matches various EKs [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 208.131.138.9:80 -> 192.168.109.10:1052
11/07-15:26:01.885775  [**] [1:2014473:2] ET INFO JAVA - Java Archive Download By Vulnerable Client [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 208.131.138.9:80 -> 192.168.109.10:1052
11/07-15:26:05.876247  [**] [1:2015681:1] ET CURRENT_EVENTS Unknown Java Exploit Kit with fast-flux like behavior hostile FQDN - Sep 05 2012 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1056 -> 208.131.138.9:80
11/07-15:26:05.876247  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.109.10:1056 -> 208.131.138.9:80
11/07-15:26:05.876247  [**] [1:2016581:2] ET CURRENT_EVENTS SUSPICIOUS Java Request to ChangeIP Dynamic DNS Domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.109.10:1056 -> 208.131.138.9:80
11/07-15:26:06.602152  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1057 -> 31.148.219.6:80
11/07-15:26:06.602152  [**] [1:2014411:7] ET TROJAN Fareit/Pony Downloader Checkin 2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1057 -> 31.148.219.6:80
11/07-15:26:06.602152  [**] [1:2007695:19] ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1057 -> 31.148.219.6:80
11/07-15:26:06.602152  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1057 -> 31.148.219.6:80
11/07-15:26:06.716304  [**] [1:2016581:2] ET CURRENT_EVENTS SUSPICIOUS Java Request to ChangeIP Dynamic DNS Domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.109.10:1058 -> 208.131.138.9:80
11/07-15:26:06.716304  [**] [1:2017554:1] ET CURRENT_EVENTS BHEK Payload Download (java only alternate method may overlap with 2017454) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1058 -> 208.131.138.9:80
11/07-15:26:06.716304  [**] [1:2015872:5] ET CURRENT_EVENTS Blackhole request for Payload [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1058 -> 208.131.138.9:80
11/07-15:26:06.791529  [**] [1:2014520:2] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 208.131.138.9:80 -> 192.168.109.10:1058
11/07-15:26:06.791529  [**] [1:2014819:1] ET INFO Packed Executable Download [**] [Classification: Misc activity] [Priority: 3] {TCP} 208.131.138.9:80 -> 192.168.109.10:1058
11/07-15:26:06.791529  [**] [1:2014238:4] ET CURRENT_EVENTS DRIVEBY Blackhole - Payload Download - about.exe [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 208.131.138.9:80 -> 192.168.109.10:1058
11/07-15:26:06.791529  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 208.131.138.9:80 -> 192.168.109.10:1058
11/07-15:26:06.791529  [**] [1:2013036:2] ET TROJAN Java EXE Download by Vulnerable Version - Likely Driveby [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 208.131.138.9:80 -> 192.168.109.10:1058
11/07-15:26:07.827711  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1059 -> 31.148.219.6:80
11/07-15:26:07.827711  [**] [1:2014411:7] ET TROJAN Fareit/Pony Downloader Checkin 2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1059 -> 31.148.219.6:80
11/07-15:26:07.827711  [**] [1:2007695:19] ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1059 -> 31.148.219.6:80
11/07-15:26:07.827711  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1059 -> 31.148.219.6:80
11/07-15:26:08.791086  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1060 -> 31.148.219.6:80
11/07-15:26:08.791086  [**] [1:2014411:7] ET TROJAN Fareit/Pony Downloader Checkin 2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1060 -> 31.148.219.6:80
11/07-15:26:08.791086  [**] [1:2007695:19] ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1060 -> 31.148.219.6:80
11/07-15:26:08.791086  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1060 -> 31.148.219.6:80
11/07-15:26:12.297106  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1061 -> 31.148.219.6:80
11/07-15:26:12.297106  [**] [1:2014411:7] ET TROJAN Fareit/Pony Downloader Checkin 2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1061 -> 31.148.219.6:80
11/07-15:26:12.297106  [**] [1:2007695:19] ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1061 -> 31.148.219.6:80
11/07-15:26:12.297106  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1061 -> 31.148.219.6:80
11/07-15:26:13.467064  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1062 -> 31.148.219.6:80
11/07-15:26:13.467064  [**] [1:2014411:7] ET TROJAN Fareit/Pony Downloader Checkin 2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1062 -> 31.148.219.6:80
11/07-15:26:13.467064  [**] [1:2007695:19] ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1062 -> 31.148.219.6:80
11/07-15:26:13.467064  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1062 -> 31.148.219.6:80
11/07-15:26:13.988452  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1063 -> 31.148.219.6:80
11/07-15:26:13.988452  [**] [1:2014234:9] ET TROJAN Fareit/Pony Downloader Checkin 3 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1063 -> 31.148.219.6:80
11/07-15:26:13.988452  [**] [1:2007695:19] ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1063 -> 31.148.219.6:80
11/07-15:26:14.298481  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1064 -> 31.148.219.6:80
11/07-15:26:14.298481  [**] [1:2014411:7] ET TROJAN Fareit/Pony Downloader Checkin 2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1064 -> 31.148.219.6:80
11/07-15:26:14.298481  [**] [1:2007695:19] ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1064 -> 31.148.219.6:80
11/07-15:26:14.298481  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1064 -> 31.148.219.6:80
11/07-15:26:14.346130  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 31.148.219.6:80 -> 192.168.109.10:1063
11/07-15:26:16.580632  [**] [1:2015861:5] ET TROJAN System Progressive Detection FakeAV (AMD) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1065 -> 103.4.225.41:80
11/07-15:26:17.374837  [**] [1:2012811:2] ET DNS DNS Query to a .tk domain - Likely Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.109.10:1029 -> 4.2.2.3:53
11/07-15:26:17.576882  [**] [1:254:4] DNS SPOOF query response with TTL of 1 min. and no authority [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 4.2.2.3:53 -> 192.168.109.10:1029
11/07-15:26:17.689562  [**] [1:2015861:5] ET TROJAN System Progressive Detection FakeAV (AMD) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1066 -> 5.104.106.56:80
11/07-15:26:17.689562  [**] [1:2012810:8] ET POLICY HTTP Request to a *.tk domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.109.10:1066 -> 5.104.106.56:80
11/07-15:26:17.797875  [**] [1:2014520:2] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 5.104.106.56:80 -> 192.168.109.10:1066
11/07-15:26:17.797875  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 5.104.106.56:80 -> 192.168.109.10:1066
11/07-15:26:17.843569  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1067 -> 31.148.219.6:80
11/07-15:26:17.843569  [**] [1:2014411:7] ET TROJAN Fareit/Pony Downloader Checkin 2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1067 -> 31.148.219.6:80
11/07-15:26:17.843569  [**] [1:2007695:19] ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1067 -> 31.148.219.6:80
11/07-15:26:17.843569  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1067 -> 31.148.219.6:80
11/07-15:26:19.858209  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1068 -> 31.148.219.6:80
11/07-15:26:19.858209  [**] [1:2014411:7] ET TROJAN Fareit/Pony Downloader Checkin 2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1068 -> 31.148.219.6:80
11/07-15:26:19.858209  [**] [1:2007695:19] ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1068 -> 31.148.219.6:80
11/07-15:26:19.858209  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1068 -> 31.148.219.6:80
11/30-17:05:04.758066  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
11/30-17:05:04.758789  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
11/30-17:05:23.095764  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.116.10:1034 -> 239.255.255.250:1900
11/30-17:05:23.213389  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.116.10:1036 -> 109.236.82.79:80
11/30-17:05:23.213389  [**] [1:2015665:1] ET CURRENT_EVENTS NeoSploit - TDS [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 192.168.116.10:1036 -> 109.236.82.79:80
11/30-17:05:23.213389  [**] [1:2013975:2] ET CURRENT_EVENTS Neosploit Java Exploit Kit request to /? plus hex 32 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.116.10:1036 -> 109.236.82.79:80
11/30-17:05:23.315016  [**] [1:2014036:5] ET CURRENT_EVENTS DRIVEBY Generic Java Exploit Obfuscated With Allatori [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 109.236.82.79:80 -> 192.168.116.10:1036
11/30-17:05:23.315016  [**] [1:2016540:2] ET CURRENT_EVENTS SUSPICIOUS JAR Download by Java UA with non JAR EXT matches various EKs [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 109.236.82.79:80 -> 192.168.116.10:1036
11/30-17:05:23.315016  [**] [1:2014473:2] ET INFO JAVA - Java Archive Download By Vulnerable Client [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.236.82.79:80 -> 192.168.116.10:1036
11/30-17:05:23.492810  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.116.10:1037 -> 109.236.82.79:80
11/30-17:05:23.492810  [**] [1:2015665:1] ET CURRENT_EVENTS NeoSploit - TDS [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 192.168.116.10:1037 -> 109.236.82.79:80
11/30-17:05:23.492810  [**] [1:2013975:2] ET CURRENT_EVENTS Neosploit Java Exploit Kit request to /? plus hex 32 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.116.10:1037 -> 109.236.82.79:80
11/30-17:05:23.593725  [**] [1:2014036:5] ET CURRENT_EVENTS DRIVEBY Generic Java Exploit Obfuscated With Allatori [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 109.236.82.79:80 -> 192.168.116.10:1037
11/30-17:05:23.593725  [**] [1:2016540:2] ET CURRENT_EVENTS SUSPICIOUS JAR Download by Java UA with non JAR EXT matches various EKs [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 109.236.82.79:80 -> 192.168.116.10:1037
11/30-17:05:23.593725  [**] [1:2014473:2] ET INFO JAVA - Java Archive Download By Vulnerable Client [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.236.82.79:80 -> 192.168.116.10:1037
11/30-17:05:23.788796  [**] [1:2015665:1] ET CURRENT_EVENTS NeoSploit - TDS [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 192.168.116.10:1038 -> 109.236.82.79:80
11/30-17:05:23.788796  [**] [1:2013975:2] ET CURRENT_EVENTS Neosploit Java Exploit Kit request to /? plus hex 32 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.116.10:1038 -> 109.236.82.79:80
11/30-17:05:23.890022  [**] [1:2014036:5] ET CURRENT_EVENTS DRIVEBY Generic Java Exploit Obfuscated With Allatori [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 109.236.82.79:80 -> 192.168.116.10:1038
11/30-17:05:23.890022  [**] [1:2016540:2] ET CURRENT_EVENTS SUSPICIOUS JAR Download by Java UA with non JAR EXT matches various EKs [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 109.236.82.79:80 -> 192.168.116.10:1038
11/30-17:05:23.890022  [**] [1:2014473:2] ET INFO JAVA - Java Archive Download By Vulnerable Client [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.236.82.79:80 -> 192.168.116.10:1038
11/30-17:05:24.055722  [**] [1:2014031:1] ET CURRENT_EVENTS DRIVEBY Generic Java Rhino Scripting Engine Exploit Previously Requested com.class [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.116.10:1039 -> 109.236.82.79:80
